Source,Target,Capacity,Flow
11,32,2,0
11,43,2,0
11,65,1,0
11,78,1,0
12,3,2,0
12,8,1,0
12,9,2,0
12,15,1,0
12,18,2,0
12,28,1,0
12,35,1,0
12,36,1,0
12,37,2,0
12,55,1,0
12,66,2,0
12,81,2,0
12,86,1,0
12,87,2,0
13,3,2,0
13,37,1,0
13,59,1,0
13,74,1,0
13,93,2,0
13,97,2,0
14,13,1,0
14,37,2,0
14,59,1,0
14,67,2,0
14,73,1,0
14,80,2,0
14,93,2,0
14,97,2,0
15,0,2,0
15,9,2,0
15,16,2,0
15,18,2,0
15,24,2,0
15,31,2,0
15,35,2,0
15,37,1,0
15,38,2,0
15,39,2,0
15,55,1,0
15,57,1,0
15,66,2,0
15,75,1,0
15,81,2,0
15,90,1,0
15,97,2,0
16,27,2,0
16,40,1,0
16,46,2,0
16,63,2,0
16,71,2,0
16,92,1,0
17,4,2,0
17,9,1,0
17,23,1,0
17,39,2,0
17,52,1,0
17,53,2,0
17,69,1,0
17,86,2,0
17,88,1,0
17,94,1,0
17,95,1,0
17,99,1,0
18,1,1,0
18,3,1,0
18,24,2,0
18,36,1,0
18,37,2,0
18,39,1,0
18,40,2,0
18,41,1,0
18,46,2,0
18,55,1,0
18,57,1,0
18,73,2,0
18,97,1,0
19,7,2,0
19,25,2,0
19,30,1,0
19,43,2,0
19,50,2,0
19,61,2,0
19,62,2,0
19,98,2,0
20,4,2,0
20,17,2,0
20,52,2,0
20,53,2,0
20,70,2,0
20,88,1,0
20,96,2,0
21,5,1,0
21,7,2,0
21,19,1,0
21,25,2,0
21,26,1,0
21,43,1,0
21,61,2,0
21,64,1,0
21,78,2,0
21,98,1,0
22,21,2,0
22,62,2,0
22,65,1,0
22,72,2,0
22,78,2,0
23,4,2,0
23,9,1,0
23,20,2,0
23,35,1,0
23,44,2,0
23,52,2,0
23,53,2,0
23,68,1,0
23,70,1,0
23,84,2,0
23,92,1,0
23,95,2,0
23,96,1,0
24,0,1,0
24,9,2,0
24,12,1,0
24,31,1,0
24,38,1,0
24,40,2,0
24,45,2,0
24,81,2,0
24,91,1,0
24,97,2,0
25,5,2,0
25,7,1,0
25,8,1,0
25,42,1,0
25,43,2,0
25,47,1,0
25,50,1,0
25,61,2,0
25,62,1,0
25,64,1,0
25,83,2,0
25,98,1,0
26,7,1,0
26,19,1,0
26,25,1,0
26,62,2,0
27,41,2,0
27,45,1,0
27,54,2,0
27,63,2,0
27,90,1,0
28,6,2,0
28,8,1,0
28,9,2,0
28,31,2,0
28,64,2,0
28,66,2,0
28,72,1,0
28,77,1,0
28,83,2,0
28,86,2,0
28,87,2,0
29,5,1,0
29,6,2,0
29,8,2,0
29,12,2,0
29,15,2,0
29,28,1,0
29,30,2,0
29,64,1,0
29,78,1,0
29,81,1,0
29,83,2,0
29,87,1,0
30,5,1,0
30,6,2,0
30,8,2,0
30,10,2,0
30,21,1,0
30,25,2,0
30,28,2,0
30,33,1,0
30,35,1,0
30,42,2,0
30,43,2,0
30,47,2,0
30,56,2,0
30,58,1,0
30,65,1,0
30,72,2,0
30,78,2,0
30,99,2,0
31,0,1,0
31,3,2,0
31,5,2,0
31,9,1,0
31,12,1,0
31,18,2,0
31,29,1,0
31,30,1,0
31,42,2,0
31,56,1,0
31,58,1,0
31,64,1,0
31,66,2,0
31,73,1,0
31,75,2,0
31,76,2,0
31,77,2,0
31,81,1,0
31,86,2,0
31,87,2,0
32,10,1,0
32,17,2,0
32,22,2,0
32,33,1,0
32,52,1,0
32,65,2,0
32,84,1,0
32,89,2,0
32,99,1,0
33,7,2,0
33,10,1,0
33,11,1,0
33,17,2,0
33,21,2,0
33,22,1,0
33,35,1,0
33,62,2,0
33,65,1,0
33,78,1,0
33,88,1,0
33,98,2,0
33,99,1,0
34,16,2,0
34,23,2,0
34,92,2,0
34,96,1,0
35,5,1,0
35,17,1,0
35,28,1,0
35,29,2,0
35,31,1,0
35,39,1,0
35,61,1,0
35,66,2,0
35,72,2,0
35,78,2,0
35,86,2,0
35,88,2,0
35,89,1,0
35,94,1,0
36,1,1,0
36,3,2,0
36,15,2,0
36,16,2,0
36,24,1,0
36,27,2,0
36,38,1,0
36,40,2,0
36,41,1,0
36,91,1,0
37,0,1,0
37,24,2,0
37,28,2,0
37,29,1,0
37,31,2,0
37,56,1,0
37,59,1,0
37,75,2,0
37,77,1,0
37,82,1,0
37,83,2,0
37,91,1,0
38,1,1,0
38,18,2,0
38,27,1,0
38,41,1,0
38,45,2,0
38,54,2,0
38,63,1,0
38,73,2,0
38,75,1,0
38,91,2,0
39,12,1,0
39,28,1,0
39,29,2,0
39,30,2,0
39,31,2,0
39,42,2,0
39,61,1,0
39,81,1,0
39,83,1,0
39,86,2,0
39,87,1,0
39,99,2,0
40,15,1,0
40,27,2,0
40,38,1,0
40,46,2,0
40,54,1,0
40,55,2,0
40,57,2,0
40,75,1,0
40,90,2,0
40,91,2,0
41,2,2,0
41,15,2,0
41,16,2,0
41,24,2,0
41,40,2,0
41,45,2,0
41,46,1,0
41,48,1,0
41,51,2,0
41,54,1,0
42,5,1,0
42,6,2,0
42,19,2,0
42,28,2,0
42,29,1,0
42,43,2,0
42,56,1,0
42,61,1,0
42,64,2,0
42,66,2,0
42,78,2,0
42,83,2,0
42,87,2,0
42,98,1,0
43,5,1,0
43,22,2,0
43,26,2,0
43,33,1,0
43,47,1,0
43,58,1,0
43,61,1,0
43,98,1,0
43,99,2,0
44,4,1,0
44,9,1,0
44,17,1,0
44,20,2,0
44,34,2,0
44,69,1,0
44,88,1,0
44,89,1,0
44,94,1,0
44,96,2,0
45,0,2,0
45,1,1,0
45,3,1,0
45,18,1,0
45,36,2,0
45,40,2,0
45,46,1,0
45,75,1,0
45,81,2,0
45,85,2,0
46,2,2,0
46,15,1,0
46,24,2,0
46,27,2,0
46,36,1,0
46,38,1,0
46,63,1,0
46,71,2,0
46,85,2,0
46,90,1,0
47,19,2,0
47,21,1,0
47,26,1,0
47,42,2,0
47,50,2,0
47,58,2,0
47,64,2,0
47,98,2,0
48,16,2,0
48,27,1,0
48,34,1,0
48,40,1,0
48,46,1,0
48,51,2,0
48,57,2,0
48,63,1,0
48,71,1,0
49,1,1,0
49,3,1,0
49,13,2,0
49,14,2,0
49,74,2,0
50,7,1,0
50,8,2,0
50,21,1,0
50,26,2,0
50,30,2,0
50,42,2,0
50,43,1,0
50,58,1,0
50,60,1,0
50,62,1,0
50,87,1,0
51,16,2,0
51,34,2,0
51,46,2,0
51,63,1,0
51,68,1,0
51,71,2,0
51,90,1,0
51,96,2,0
52,4,2,0
52,44,1,0
52,69,2,0
52,70,2,0
52,84,2,0
52,89,2,0
52,96,1,0
53,44,2,0
53,52,1,0
53,68,2,0
53,88,1,0
53,95,1,0
53,96,2,0
54,36,2,0
54,45,2,0
54,46,1,0
54,79,1,0
55,0,2,0
55,2,1,0
55,24,2,0
55,31,1,0
55,36,2,0
55,37,2,0
55,38,2,0
55,45,1,0
55,67,1,0
55,75,1,0
55,79,2,0
55,81,1,0
55,91,1,0
55,97,1,0
56,5,1,0
56,8,2,0
56,28,2,0
56,29,2,0
56,82,2,0
56,87,2,0
56,97,1,0
57,16,2,0
57,24,1,0
57,34,2,0
57,36,2,0
57,41,1,0
57,46,2,0
57,51,2,0
57,90,1,0
57,92,2,0
58,6,2,0
58,8,1,0
58,19,2,0
58,25,2,0
58,28,2,0
58,29,2,0
58,42,2,0
58,56,1,0
58,61,2,0
58,64,2,0
58,87,2,0
58,98,2,0
59,8,2,0
59,31,1,0
59,49,1,0
59,56,2,0
59,67,1,0
59,73,2,0
59,74,1,0
59,80,1,0
59,82,1,0
59,87,1,0
60,7,2,0
60,11,2,0
60,19,1,0
60,21,2,0
60,22,2,0
60,25,2,0
60,26,2,0
60,43,2,0
60,47,1,0
60,61,1,0
60,62,1,0
60,98,1,0
61,10,2,0
61,11,1,0
61,22,2,0
61,28,1,0
61,29,2,0
61,30,1,0
61,33,1,0
61,47,2,0
61,50,1,0
61,62,2,0
61,64,1,0
61,72,1,0
61,78,2,0
61,86,2,0
61,99,2,0
62,5,2,0
62,10,1,0
62,11,1,0
62,21,2,0
62,30,2,0
62,42,2,0
62,43,1,0
62,47,1,0
62,58,2,0
62,65,2,0
62,72,2,0
62,87,1,0
63,2,2,0
63,24,1,0
63,36,1,0
63,40,2,0
63,41,2,0
63,45,2,0
63,54,1,0
63,57,2,0
63,90,2,0
64,5,1,0
64,6,1,0
64,7,1,0
64,8,2,0
64,19,1,0
64,30,2,0
64,43,2,0
64,50,2,0
64,56,2,0
64,62,1,0
64,72,2,0
64,77,1,0
64,83,2,0
64,87,2,0
64,98,2,0
65,10,1,0
65,17,2,0
65,21,1,0
65,35,1,0
65,39,2,0
65,61,2,0
65,69,2,0
65,78,2,0
65,86,1,0
65,89,2,0
65,94,1,0
65,98,2,0
65,99,2,0
66,18,1,0
66,29,2,0
66,30,1,0
66,37,1,0
66,39,2,0
66,56,2,0
66,78,2,0
66,83,1,0
66,86,2,0
66,87,1,0
67,0,1,0
67,13,1,0
67,37,2,0
67,49,2,0
67,74,1,0
67,75,2,0
67,80,2,0
67,93,2,0
68,20,1,0
68,34,1,0
68,44,1,0
68,52,1,0
68,69,2,0
68,84,2,0
68,92,1,0
68,95,1,0
69,9,1,0
69,20,2,0
69,23,1,0
69,32,1,0
69,53,2,0
69,70,2,0
69,84,2,0
69,86,2,0
69,96,2,0
70,4,1,0
70,17,2,0
70,44,1,0
70,53,1,0
70,68,1,0
70,84,1,0
70,89,1,0
70,94,2,0
71,34,1,0
71,41,2,0
71,57,2,0
71,63,1,0
71,68,1,0
72,10,1,0
72,11,1,0
72,17,1,0
72,19,1,0
72,21,2,0
72,25,1,0
72,29,1,0
72,33,2,0
72,39,2,0
72,42,2,0
72,43,2,0
72,58,1,0
72,65,1,0
72,66,2,0
72,78,1,0
72,83,1,0
72,86,1,0
73,13,1,0
73,15,1,0
73,24,2,0
73,36,1,0
73,37,2,0
73,45,2,0
73,49,2,0
73,55,2,0
73,67,1,0
73,81,2,0
73,85,1,0
74,14,2,0
74,93,2,0
75,3,2,0
75,12,2,0
75,18,2,0
75,24,1,0
75,36,2,0
75,41,2,0
75,73,1,0
75,81,2,0
75,91,1,0
75,97,2,0
76,28,1,0
76,37,1,0
76,42,1,0
76,56,1,0
76,58,2,0
76,59,1,0
76,64,2,0
76,74,2,0
76,77,1,0
76,80,2,0
76,82,1,0
76,83,1,0
77,6,1,0
77,13,2,0
77,42,1,0
77,56,2,0
77,58,1,0
77,59,2,0
77,74,1,0
77,80,2,0
77,93,2,0
77,97,1,0
78,5,2,0
78,10,2,0
78,17,2,0
78,28,2,0
78,32,2,0
78,39,2,0
78,43,1,0
78,62,2,0
78,86,1,0
78,88,2,0
79,1,2,0
79,3,1,0
79,18,1,0
79,24,1,0
79,36,1,0
79,38,2,0
79,40,1,0
79,41,1,0
79,45,2,0
79,73,1,0
79,75,2,0
79,85,1,0
80,13,1,0
80,49,2,0
80,74,2,0
80,82,1,0
80,93,1,0
81,9,1,0
81,18,1,0
81,36,1,0
81,37,1,0
81,38,1,0
81,40,1,0
81,41,1,0
81,57,1,0
81,66,1,0
81,79,1,0
81,91,2,0
82,13,2,0
82,14,1,0
82,49,1,0
82,67,1,0
82,74,2,0
82,77,1,0
82,93,1,0
83,6,2,0
83,19,1,0
83,30,1,0
83,31,2,0
83,50,2,0
83,56,2,0
83,58,1,0
83,59,2,0
83,61,1,0
83,77,2,0
83,98,2,0
84,4,2,0
84,17,1,0
84,20,2,0
84,44,1,0
84,53,1,0
84,89,2,0
84,95,1,0
84,96,2,0
85,1,2,0
85,2,2,0
85,3,2,0
85,15,1,0
85,18,1,0
85,24,1,0
85,27,2,0
85,36,2,0
85,38,1,0
85,40,2,0
85,41,1,0
85,54,1,0
85,55,2,0
85,57,2,0
85,63,2,0
85,75,2,0
85,81,1,0
85,91,2,0
86,9,2,0
86,29,1,0
86,30,2,0
86,33,1,0
86,42,2,0
86,88,1,0
86,89,1,0
86,94,2,0
86,95,2,0
87,5,2,0
87,19,2,0
87,25,1,0
87,30,1,0
87,35,1,0
87,37,1,0
87,61,1,0
87,72,2,0
87,76,1,0
87,77,2,0
87,78,1,0
87,83,2,0
87,86,2,0
87,98,1,0
88,4,1,0
88,10,1,0
88,23,2,0
88,32,2,0
88,39,2,0
88,52,1,0
88,65,2,0
88,69,2,0
88,72,1,0
88,84,1,0
88,94,2,0
88,96,1,0
88,99,1,0
89,4,2,0
89,9,2,0
89,17,2,0
89,20,2,0
89,23,2,0
89,53,2,0
89,68,1,0
89,69,1,0
89,88,2,0
89,94,2,0
90,16,1,0
90,34,1,0
90,36,2,0
90,41,2,0
90,48,1,0
90,71,2,0
91,3,2,0
91,12,1,0
91,15,1,0
91,18,2,0
91,45,1,0
91,67,1,0
91,73,1,0
91,79,1,0
91,97,1,0
92,20,2,0
92,44,2,0
92,48,1,0
92,51,2,0
92,71,2,0
92,90,1,0
92,96,2,0
93,49,1,0
93,59,2,0
94,10,1,0
94,20,1,0
94,23,2,0
94,32,2,0
94,52,1,0
94,53,2,0
94,69,1,0
94,84,2,0
94,96,2,0
95,9,1,0
95,20,1,0
95,32,1,0
95,35,1,0
95,44,1,0
95,52,1,0
95,65,2,0
95,69,1,0
95,70,2,0
95,88,1,0
95,89,2,0
95,94,1,0
96,17,2,0
96,68,1,0
96,70,1,0
96,89,2,0
96,95,1,0
97,2,2,0
97,3,2,0
97,12,1,0
97,31,2,0
97,37,2,0
97,38,2,0
97,49,2,0
97,59,1,0
97,67,2,0
97,73,1,0
97,79,2,0
97,81,1,0
97,82,1,0
98,5,2,0
98,7,2,0
98,8,1,0
98,11,2,0
98,22,1,0
98,26,1,0
98,30,2,0
98,50,1,0
98,61,1,0
98,62,2,0
98,72,2,0
98,78,2,0
98,99,2,0
99,9,1,0
99,11,1,0
99,21,1,0
99,22,2,0
99,28,2,0
99,29,1,0
99,35,1,0
99,42,1,0
99,62,2,0
99,66,2,0
99,72,1,0
99,78,2,0
99,86,1,0
99,87,1,0
99,89,2,0
99,94,2,0
99,95,1,0
