Source,Target,Capacity,Flow
25,10,1,0
25,12,1,0
25,49,2,0
25,80,1,0
26,4,1,0
26,14,1,0
26,28,1,0
26,38,2,0
26,75,2,0
26,94,1,0
27,21,1,0
27,43,2,0
28,11,1,0
28,14,1,0
28,38,1,0
28,96,2,0
29,18,1,0
29,39,2,0
29,77,2,0
29,84,2,0
30,3,2,0
30,10,2,0
30,25,1,0
30,49,1,0
30,80,1,0
31,1,2,0
31,29,1,0
31,40,2,0
31,64,1,0
31,81,2,0
31,84,2,0
31,99,1,0
32,0,2,0
32,5,1,0
32,6,1,0
32,67,1,0
32,74,1,0
32,98,2,0
33,4,2,0
33,14,2,0
33,26,2,0
33,38,1,0
33,45,2,0
33,76,1,0
33,96,1,0
34,22,2,0
34,35,2,0
34,54,2,0
34,56,2,0
34,57,1,0
34,60,1,0
34,86,1,0
35,27,2,0
35,54,1,0
35,56,2,0
35,59,1,0
35,70,1,0
35,71,1,0
35,86,1,0
35,97,1,0
36,15,2,0
36,16,1,0
36,51,2,0
36,95,2,0
37,17,2,0
37,26,2,0
37,33,1,0
37,38,1,0
37,45,1,0
37,58,2,0
37,61,1,0
37,75,1,0
37,96,2,0
38,20,2,0
38,50,1,0
38,96,2,0
39,8,1,0
39,9,2,0
39,31,2,0
39,44,2,0
39,62,2,0
39,77,2,0
39,92,1,0
39,99,1,0
40,1,1,0
40,8,1,0
40,29,2,0
40,39,1,0
40,44,1,0
40,77,1,0
40,84,2,0
41,10,2,0
41,12,2,0
41,42,1,0
41,52,2,0
41,53,1,0
42,7,2,0
42,10,2,0
42,46,1,0
43,21,1,0
43,54,1,0
44,8,2,0
44,9,2,0
44,18,1,0
44,29,2,0
44,31,2,0
44,62,1,0
44,77,2,0
44,99,2,0
45,50,2,0
45,75,1,0
45,76,2,0
46,53,1,0
46,79,2,0
47,12,1,0
47,52,2,0
47,63,1,0
47,83,1,0
47,89,1,0
48,2,1,0
48,47,1,0
48,63,2,0
48,90,1,0
49,3,1,0
49,22,1,0
49,34,2,0
49,59,1,0
49,60,1,0
49,78,1,0
49,80,2,0
49,92,2,0
50,14,2,0
50,17,1,0
50,24,1,0
50,26,2,0
50,33,1,0
50,37,1,0
50,61,1,0
50,75,1,0
50,76,2,0
51,35,2,0
51,65,1,0
51,66,2,0
51,69,2,0
51,71,2,0
51,95,2,0
52,2,1,0
52,83,1,0
53,7,2,0
53,20,2,0
53,42,2,0
53,79,2,0
53,80,2,0
54,57,1,0
54,70,1,0
54,92,2,0
54,97,2,0
54,99,2,0
55,32,1,0
55,68,2,0
55,74,1,0
56,57,1,0
56,59,2,0
56,65,1,0
56,66,2,0
56,71,1,0
56,78,2,0
57,49,2,0
57,85,2,0
57,92,1,0
58,3,2,0
58,24,1,0
58,50,1,0
59,34,2,0
59,57,2,0
59,70,2,0
59,86,1,0
59,97,1,0
60,30,2,0
60,56,2,0
60,57,2,0
60,59,2,0
60,86,2,0
61,17,2,0
61,26,2,0
61,33,1,0
61,38,2,0
61,45,1,0
61,58,1,0
61,72,2,0
61,96,2,0
62,8,1,0
62,18,2,0
62,29,1,0
62,31,2,0
62,40,2,0
62,48,2,0
62,90,1,0
62,92,1,0
63,52,2,0
63,83,1,0
63,89,2,0
63,90,2,0
64,8,2,0
64,9,1,0
64,22,2,0
64,34,2,0
64,39,1,0
64,40,1,0
64,44,2,0
64,54,1,0
64,57,1,0
64,70,2,0
64,92,1,0
64,97,1,0
65,0,2,0
65,13,1,0
65,36,1,0
65,66,1,0
65,93,1,0
66,0,1,0
66,16,1,0
66,35,2,0
66,36,1,0
66,69,2,0
66,93,2,0
66,95,1,0
67,5,1,0
67,6,1,0
67,55,2,0
67,68,1,0
67,91,2,0
68,0,1,0
68,5,1,0
68,13,1,0
68,32,1,0
68,74,1,0
69,16,1,0
69,35,1,0
69,36,1,0
69,65,2,0
69,71,2,0
70,9,2,0
70,22,2,0
70,34,2,0
70,49,2,0
70,56,1,0
70,57,2,0
70,60,2,0
70,78,2,0
70,86,1,0
70,97,2,0
70,99,2,0
71,59,2,0
71,65,2,0
71,66,2,0
71,85,2,0
71,86,2,0
72,17,1,0
72,20,1,0
72,26,1,0
72,28,1,0
72,37,2,0
72,38,2,0
72,94,1,0
72,96,2,0
73,41,2,0
73,42,1,0
73,47,1,0
73,52,1,0
73,83,2,0
74,6,1,0
74,45,1,0
74,67,2,0
75,4,1,0
75,11,2,0
75,14,1,0
75,24,1,0
75,28,1,0
75,33,1,0
75,38,1,0
75,61,1,0
75,72,1,0
75,96,1,0
76,17,2,0
76,26,2,0
76,37,1,0
76,38,1,0
76,61,1,0
76,75,1,0
77,1,1,0
77,18,1,0
77,22,1,0
77,25,1,0
77,30,2,0
77,48,1,0
77,49,2,0
77,62,2,0
77,89,1,0
77,90,1,0
77,92,2,0
78,34,2,0
78,54,1,0
78,57,2,0
78,59,1,0
78,60,2,0
78,64,2,0
78,97,2,0
78,99,1,0
79,19,2,0
79,42,1,0
80,,,
81,43,2,0
81,54,1,0
81,64,2,0
81,97,2,0
82,15,2,0
82,23,2,0
83,,,
84,8,1,0
84,18,2,0
84,39,2,0
84,44,2,0
84,48,1,0
84,62,1,0
84,77,1,0
85,22,2,0
85,34,2,0
85,35,1,0
85,54,2,0
85,56,2,0
85,59,2,0
85,60,1,0
85,64,1,0
85,70,2,0
85,78,2,0
85,86,2,0
86,56,1,0
86,57,2,0
86,65,2,0
86,66,2,0
86,78,2,0
87,5,2,0
87,68,2,0
87,82,2,0
88,23,2,0
88,82,1,0
88,87,2,0
89,2,1,0
89,18,2,0
89,25,1,0
89,48,2,0
89,52,2,0
89,83,2,0
89,90,2,0
90,29,1,0
90,47,2,0
90,84,2,0
91,32,2,0
91,50,1,0
91,55,1,0
91,68,1,0
91,74,1,0
92,1,2,0
92,18,2,0
92,30,1,0
92,34,1,0
92,40,1,0
92,44,2,0
92,60,1,0
92,70,1,0
92,78,2,0
92,97,1,0
93,15,1,0
93,23,1,0
93,36,1,0
93,51,1,0
93,68,1,0
93,87,2,0
94,14,1,0
94,17,1,0
94,19,1,0
94,28,2,0
94,38,1,0
94,46,2,0
94,61,1,0
95,16,1,0
95,69,1,0
96,14,2,0
96,17,2,0
96,24,2,0
96,26,2,0
96,45,2,0
96,50,1,0
96,76,1,0
96,94,2,0
97,22,1,0
97,34,2,0
97,57,1,0
97,85,2,0
98,50,1,0
98,58,1,0
98,91,1,0
99,8,1,0
99,9,2,0
99,22,1,0
99,40,1,0
99,43,2,0
99,57,1,0
99,64,2,0
99,81,2,0
99,92,2,0
99,97,1,0
