Source,Target,Capacity,Flow
37,56,31,0
37,80,16,0
37,81,24,0
37,84,36,0
37,95,42,0
38,17,1,0
38,22,21,0
38,25,33,0
38,26,13,0
38,34,18,0
38,37,17,0
38,45,45,0
38,47,21,0
38,56,34,0
38,57,18,0
38,59,48,0
38,67,39,0
38,70,19,0
38,76,49,0
38,80,5,0
38,81,39,0
38,98,41,0
39,8,38,0
39,40,1,0
39,42,34,0
39,51,37,0
39,63,30,0
39,75,18,0
39,96,4,0
39,99,14,0
40,1,48,0
40,8,26,0
40,9,47,0
40,15,8,0
40,23,32,0
40,24,18,0
40,28,43,0
40,30,17,0
40,31,48,0
40,34,12,0
40,42,47,0
40,63,8,0
40,71,31,0
40,75,27,0
40,93,38,0
41,8,27,0
41,20,25,0
41,30,24,0
41,31,7,0
41,35,7,0
41,39,42,0
41,46,31,0
41,52,6,0
41,77,24,0
41,79,11,0
41,87,39,0
41,89,20,0
41,96,15,0
42,1,47,0
42,24,11,0
42,30,34,0
42,41,3,0
42,52,8,0
42,63,43,0
42,65,22,0
42,66,36,0
42,71,27,0
42,75,7,0
42,78,49,0
42,79,31,0
42,85,10,0
42,86,7,0
42,89,10,0
42,92,4,0
42,96,46,0
43,4,14,0
43,15,16,0
43,58,37,0
43,62,39,0
43,72,20,0
43,76,25,0
43,81,3,0
44,10,39,0
44,12,14,0
44,14,31,0
44,33,23,0
44,37,4,0
44,38,15,0
44,59,35,0
45,10,32,0
45,13,15,0
45,15,23,0
45,34,2,0
45,43,47,0
45,50,4,0
45,58,9,0
45,62,7,0
45,70,22,0
45,81,2,0
46,0,2,0
46,20,41,0
46,35,4,0
46,48,26,0
46,49,4,0
46,51,31,0
46,60,7,0
46,83,23,0
47,25,26,0
47,26,40,0
47,33,42,0
47,37,22,0
47,44,6,0
47,53,7,0
47,57,45,0
47,84,16,0
48,30,36,0
48,32,29,0
48,35,15,0
48,36,11,0
48,41,32,0
48,49,30,0
48,61,22,0
48,69,2,0
48,82,25,0
48,83,45,0
48,90,2,0
48,94,47,0
48,99,18,0
49,0,8,0
49,14,39,0
49,28,22,0
49,29,30,0
49,32,11,0
49,35,10,0
49,36,49,0
49,54,8,0
49,60,24,0
49,79,30,0
49,83,5,0
49,87,43,0
49,88,37,0
49,99,44,0
50,5,10,0
50,10,23,0
50,11,38,0
50,19,12,0
50,22,50,0
50,23,9,0
50,34,48,0
50,43,20,0
50,70,45,0
50,72,44,0
50,73,7,0
50,93,41,0
51,8,37,0
51,21,16,0
51,31,3,0
51,32,20,0
51,35,15,0
51,41,24,0
51,48,4,0
51,49,9,0
51,60,28,0
51,77,49,0
51,79,35,0
51,82,1,0
51,90,47,0
52,3,28,0
52,9,19,0
52,63,27,0
52,65,15,0
52,86,49,0
52,89,45,0
52,96,43,0
53,10,29,0
53,38,1,0
53,44,45,0
53,67,34,0
53,80,44,0
53,95,16,0
54,14,42,0
54,18,20,0
54,29,18,0
54,32,49,0
54,59,24,0
54,60,24,0
54,64,46,0
54,82,1,0
54,88,8,0
54,94,29,0
54,97,30,0
54,99,22,0
55,18,27,0
55,21,48,0
55,32,34,0
55,36,41,0
55,54,43,0
55,59,35,0
55,61,3,0
55,82,43,0
55,88,34,0
56,11,9,0
56,12,22,0
56,14,15,0
56,16,13,0
56,22,46,0
56,34,7,0
56,44,10,0
56,53,25,0
56,59,34,0
56,70,32,0
56,88,26,0
56,95,27,0
56,98,50,0
57,10,46,0
57,17,32,0
57,25,28,0
57,33,10,0
57,37,8,0
57,44,36,0
57,53,5,0
57,56,5,0
57,81,15,0
58,11,38,0
58,13,6,0
58,22,5,0
58,34,7,0
58,38,22,0
58,50,19,0
58,70,22,0
58,81,20,0
58,84,29,0
59,2,47,0
59,29,27,0
59,60,30,0
59,70,6,0
59,88,5,0
59,95,5,0
59,97,48,0
59,99,19,0
60,0,40,0
60,7,26,0
60,28,26,0
60,36,14,0
60,48,17,0
60,55,26,0
60,79,42,0
60,82,27,0
60,88,3,0
60,94,15,0
60,98,48,0
60,99,22,0
61,14,5,0
61,29,48,0
61,49,14,0
61,54,9,0
61,59,42,0
61,60,2,0
61,90,8,0
61,98,1,0
62,4,19,0
62,11,9,0
62,27,27,0
62,50,12,0
62,58,46,0
62,71,14,0
62,73,4,0
62,85,32,0
63,20,2,0
63,24,3,0
63,28,13,0
63,41,21,0
63,51,46,0
63,65,49,0
63,77,39,0
63,79,32,0
63,85,27,0
63,89,12,0
64,0,12,0
64,8,32,0
64,12,7,0
64,14,50,0
64,16,28,0
64,18,14,0
64,28,19,0
64,29,8,0
64,30,22,0
64,32,7,0
64,48,1,0
64,49,46,0
64,51,28,0
64,55,9,0
64,56,1,0
64,59,16,0
64,60,29,0
64,61,45,0
64,78,26,0
64,88,29,0
64,94,39,0
64,97,50,0
65,41,17,0
65,77,11,0
65,96,2,0
66,6,20,0
66,9,3,0
66,19,15,0
66,40,7,0
66,63,30,0
66,74,49,0
67,33,17,0
67,37,48,0
67,44,15,0
67,47,8,0
67,56,14,0
67,57,8,0
68,52,9,0
68,65,48,0
68,86,26,0
68,89,17,0
69,7,31,0
69,90,15,0
69,94,47,0
70,11,9,0
70,22,9,0
70,28,30,0
70,44,23,0
70,80,16,0
70,84,39,0
70,98,50,0
71,5,28,0
71,9,28,0
71,23,7,0
71,24,43,0
71,66,49,0
71,85,17,0
71,91,36,0
71,93,3,0
72,13,13,0
72,23,37,0
72,62,9,0
73,5,5,0
73,15,35,0
73,23,30,0
73,43,22,0
73,45,12,0
73,72,37,0
74,5,5,0
74,40,48,0
74,62,19,0
74,71,44,0
74,91,28,0
75,6,19,0
75,8,22,0
75,9,46,0
75,12,40,0
75,14,37,0
75,20,21,0
75,28,17,0
75,30,41,0
75,31,18,0
75,35,45,0
75,41,8,0
75,51,24,0
75,60,13,0
75,63,26,0
75,64,33,0
75,78,9,0
75,82,20,0
75,98,31,0
76,10,30,0
76,22,11,0
76,27,12,0
76,45,32,0
76,50,1,0
76,58,44,0
76,81,17,0
77,0,27,0
77,31,6,0
77,35,19,0
77,46,39,0
77,48,31,0
77,52,5,0
77,79,44,0
77,86,4,0
78,2,16,0
78,6,29,0
78,8,10,0
78,12,46,0
78,20,48,0
78,21,11,0
78,29,21,0
78,30,30,0
78,31,33,0
78,39,24,0
78,40,44,0
78,49,26,0
78,51,14,0
78,56,28,0
78,59,17,0
78,60,28,0
78,63,22,0
78,70,41,0
78,80,29,0
78,82,12,0
78,95,8,0
78,99,39,0
79,8,34,0
79,12,21,0
79,29,32,0
79,31,10,0
79,32,41,0
79,35,25,0
79,36,2,0
79,39,13,0
79,46,8,0
79,48,2,0
79,61,49,0
79,64,17,0
79,75,38,0
79,78,50,0
79,82,43,0
79,87,36,0
79,99,2,0
80,10,50,0
80,14,28,0
80,15,14,0
80,16,25,0
80,22,34,0
80,25,15,0
80,28,41,0
80,29,6,0
80,44,19,0
80,56,21,0
80,57,28,0
80,59,5,0
80,64,35,0
80,67,6,0
80,88,31,0
80,98,38,0
80,99,27,0
81,10,49,0
81,22,29,0
81,25,43,0
81,44,36,0
81,50,1,0
81,56,46,0
81,70,6,0
81,84,14,0
81,95,15,0
82,0,28,0
82,2,20,0
82,14,15,0
82,21,4,0
82,28,14,0
82,29,6,0
82,30,37,0
82,49,20,0
82,56,20,0
82,59,46,0
82,61,4,0
82,64,21,0
82,80,22,0
82,88,5,0
82,95,37,0
82,97,12,0
83,0,1,0
83,7,7,0
83,41,18,0
83,51,34,0
83,60,5,0
83,77,46,0
83,79,29,0
84,2,28,0
84,10,29,0
84,12,15,0
84,22,50,0
84,25,14,0
84,29,47,0
84,33,16,0
84,34,5,0
84,38,21,0
84,44,24,0
84,53,35,0
84,56,21,0
84,57,28,0
84,59,26,0
84,67,35,0
84,80,21,0
84,95,38,0
85,1,10,0
85,8,3,0
85,9,47,0
85,19,34,0
85,23,36,0
85,24,21,0
85,40,41,0
85,66,3,0
85,74,47,0
85,91,37,0
85,93,41,0
86,9,26,0
86,41,44,0
86,63,19,0
86,65,32,0
86,89,22,0
87,0,34,0
87,30,11,0
87,35,2,0
87,46,37,0
87,48,7,0
87,51,6,0
87,77,5,0
87,83,17,0
87,90,43,0
88,2,37,0
88,12,26,0
88,16,14,0
88,61,10,0
88,94,48,0
88,98,18,0
89,9,15,0
89,20,18,0
89,65,35,0
89,77,50,0
89,96,29,0
90,0,36,0
90,32,9,0
90,35,13,0
90,46,29,0
90,49,50,0
90,54,35,0
90,60,36,0
90,83,39,0
90,94,26,0
91,6,3,0
91,9,20,0
91,19,32,0
91,23,2,0
91,24,27,0
91,27,23,0
91,40,38,0
91,42,48,0
91,62,7,0
91,66,47,0
91,92,22,0
91,93,19,0
92,5,49,0
92,6,24,0
92,8,15,0
92,9,32,0
92,15,50,0
92,23,2,0
92,27,47,0
92,40,35,0
92,50,5,0
92,62,40,0
92,66,23,0
92,71,37,0
92,74,38,0
92,85,1,0
92,93,24,0
93,15,36,0
93,23,32,0
93,62,44,0
93,66,7,0
93,72,47,0
93,73,45,0
93,74,41,0
94,29,35,0
94,36,50,0
94,49,47,0
94,55,15,0
94,61,45,0
94,82,47,0
94,97,22,0
95,11,23,0
95,28,17,0
95,29,50,0
95,34,44,0
95,38,36,0
95,44,10,0
95,50,48,0
95,58,9,0
95,64,9,0
95,70,9,0
95,80,28,0
95,88,3,0
95,99,46,0
96,3,37,0
96,20,36,0
96,63,36,0
96,68,34,0
96,77,20,0
96,86,17,0
97,7,35,0
97,18,17,0
97,29,40,0
97,32,36,0
97,48,19,0
97,49,4,0
97,55,26,0
97,60,13,0
97,61,21,0
97,88,46,0
97,90,18,0
98,2,50,0
98,12,12,0
98,28,29,0
98,44,16,0
98,59,39,0
98,64,30,0
98,78,29,0
98,79,25,0
98,82,17,0
98,84,27,0
98,95,23,0
99,0,8,0
99,2,11,0
99,21,20,0
99,24,9,0
99,28,41,0
99,29,30,0
99,30,36,0
99,51,35,0
99,56,45,0
99,61,37,0
99,64,28,0
99,75,18,0
99,82,24,0
99,88,35,0
99,97,21,0
99,98,48,0
